Symbols,Score
MBD3,0.389
MBD3L1,0.376
MBD3L2,0.275
MBD3L2B,0.275
MBD3L3,0.275
MBD3L4,0.275
MBD3L5,0.275
MBD4,0.407
MBD5,0.38
MBD6,0.435
MBIP,0.48
MBL2,0.26
MBLAC1,0.082
MBLAC2,0.21
MBNL1,0.455
MBNL2,0.38
MBNL3,0.416
MBOAT1,0.217
MBOAT2,0.216
MBOAT4,0.242
MBOAT7,0.307
MBP,0.352
MBTD1,0.392
MBTPS1,0.292
MBTPS2,0.29
MC1R,0.26
MC2R,0.378
MC3R,0.279
MC4R,0.326
MC5R,0.331
MCAM,0.233
MCAT,0.302
MCC,0.474
MCCC1,0.432
MCCC2,0.439
MCCD1,0.243
MCEE,0.37
MCEMP1,0.201
MCF2,0.466
MCF2L,0.364
MCF2L2,0.115
MCFD2,0.408
MCHR1,0.311
MCHR2,0.218
MCIDAS,0.609
MCL1,0.41
MCM10,0.516
MCM2,0.509
MCM3,0.551
MCM3AP,0.428
MCM4,0.45
MCM5,0.499
MCM6,0.473
MCM7,0.451
MCM8,0.446
MCM9,0.417
MCMBP,0.557
MCMDC2,0.189
MCOLN1,0.328
MCOLN2,0.216
MCOLN3,0.282
MCPH1,0.523
MCRIP1,0.485
MCRIP2,0.453
MCRS1,0.407
MCTP1,0.285
MCTP2,0.388
MCTS1,0.448
MCU,0.366
MCUB,0.25
MCUR1,0.35
MDC1,0.552
MDFI,0.415
MDFIC,0.44
MDGA1,0.238
MDGA2,0.175
MDH1,0.328
MDH1B,0.078
MDH2,0.331
MDK,0.285
MDM1,0.571
MDM2,0.329
MDM4,0.417
MDN1,0.567
MDP1,0.103
ME1,0.3
ME2,0.296
ME3,0.313
MEA1,0.248
MEAF6,0.461
MEAK7,0.397
MECOM,0.456
MECP2,0.339
MECR,0.313
MED1,0.306
MED10,0.414
MED11,0.386
MED12,0.348
MED12L,0.378
MED13,0.308
MED13L,0.285
MED14,0.379
MED15,0.461
MED16,0.377
MED17,0.396
MED18,0.387
MED19,0.455
MED20,0.376
MED21,0.336
MED22,0.451
MED23,0.393
MED24,0.411
MED25,0.435
MED26,0.395
MED27,0.473
MED28,0.493
MED29,0.437
MED30,0.391
MED31,0.395
MED4,0.391
MED6,0.434
MED7,0.418
MED8,0.409
MED9,0.39
MEDAG,0.289
MEF2A,0.452
MEF2B,0.38
MEF2C,0.267
MEF2D,0.443
MEFV,0.448
MEGF10,0.28
MEGF11,0.125
MEGF6,0.296
MEGF8,0.285
MEGF9,0.15
MEI1,0.237
MEI4,0.284
MEIG1,0.307
MEIKIN,0.334
MEIOB,0.411
MEIOC,0.372
MEIOSIN,0.35
MEIS1,0.346
MEIS2,0.35
MEIS3,0.3
MELK,0.416
MELTF,0.329
MEMO1,0.503
MEN1,0.396
MEOX1,0.407
MEOX2,0.354
MEP1A,0.233
MEP1B,0.257
MEPCE,0.157
MEPE,0.385
MERTK,0.299
MESD,0.381
MESP1,0.253
MESP2,0.34
MEST,0.298
MET,0.263
METAP1,0.3
METAP1D,0.289
METAP2,0.314
METRN,0.126
METRNL,0.219
METTL1,0.461
METTL13,0.207
METTL14,0.367
METTL15,0.056
METTL16,0.242
METTL17,0.477
METTL18,0.295
METTL21A,0.458
METTL21C,0.352
METTL22,0.444
METTL23,0.417
METTL24,0.13
METTL25,0.075
METTL25B,0.091
METTL27,0.173
METTL2A,0.052
METTL2B,0.052
METTL3,0.343
METTL4,0.293
METTL5,0.118
METTL6,0.048
METTL8,0.308
METTL9,0.173
MEX3A,0.39
MEX3B,0.413
MEX3C,0.439
MEX3D,0.342
MFAP1,0.37
MFAP2,0.189
MFAP3,0.131
MFAP3L,0.413
MFAP4,0.286
MFAP5,0.218
MFF,0.405
MFGE8,0.277
MFHAS1,0.319
MFN1,0.392
MFN2,0.4
MFNG,0.229
MFRP,0.186
MFSD1,0.079
MFSD10,0.231
MFSD11,0.213
MFSD12,0.222
MFSD13A,0.042
MFSD14A,0.127
MFSD14B,0.127
MFSD2A,0.24
MFSD2B,0.158
MFSD3,0.071
MFSD4A,0.079
MFSD4B,0.123
MFSD5,0.27
MFSD6,0.07
MFSD6L,0.042
MFSD8,0.374
MFSD9,0.127
MGA,0.465
MGAM,0.241
MGAM2,0.16
MGARP,0.358
MGAT1,0.239
MGAT2,0.317
MGAT3,0.225
MGAT4A,0.278
MGAT4B,0.261
MGAT4C,0.259
MGAT4D,0.332
MGAT5,0.248
MGAT5B,0.352
MGLL,0.331
MGME1,0.321
MGMT,0.283
MGP,0.276
MGRN1,0.39
MGST1,0.355
MGST2,0.321
MGST3,0.357
MIA,0.189
MIA2,0.271
MIA3,0.346
MIB1,0.434
MIB2,0.425
MICA,0.314
MICAL1,0.469
MICAL2,0.36
MICAL3,0.544
MICALL1,0.369
MICALL2,0.485
MICB,0.239
MICOS10,0.433
MICOS13,0.399
MICU1,0.394
MICU2,0.358
MICU3,0.236
MID1,0.578
MID1IP1,0.512
MID2,0.359
MIDEAS,0.431
MIDN,0.498
MIEF1,0.426
MIEF2,0.453
MIEN1,0.397
MIER1,0.422
MIER2,0.418
MIER3,0.38
MIF,0.319
MIF4GD,0.48
MIGA1,0.434
MIGA2,0.42
MIIP,0.288
MILR1,0.23
MINAR1,0.28
MINAR2,0.042
MINDY1,0.493
MINDY2,0.431
MINDY3,0.402
MINDY4,0.06
MINDY4B,
MINK1,0.342
MINPP1,0.249
MIOS,0.461
MIOX,0.324
MIP,0.318
MIPEP,0.327
MIPOL1,0.405
MIS12,0.523
MIS18A,0.564
MIS18BP1,0.469
MISFA,0.042
MISP,0.503
MITD1,0.463
MITF,0.358
MIXL1,0.318
MKI67,0.521
MKKS,0.385
MKLN1,0.477
MKNK1,0.452
MKNK2,0.427
MKRN1,0.385
MKRN2,0.246
MKRN3,0.274
MKS1,0.499
MKX,0.285
MLANA,0.392
MLC1,0.395
MLEC,0.393
MLF1,0.522
MLF2,0.428
MLH1,0.405
MLH3,0.437
MLIP,0.322
MLKL,0.447
MLLT1,0.476
MLLT10,0.487
MLLT11,0.523
MLLT3,0.44
MLLT6,0.351
MLN,0.238
MLNR,0.267
MLPH,0.461
MLST8,0.44
MLX,0.454
MLXIP,0.324
MLXIPL,0.348
MLYCD,0.4
MMAA,0.394
MMAB,0.362
MMACHC,0.374
MMADHC,0.469
MMD,0.299
MMD2,0.271
MME,0.285
MMEL1,0.143
MMGT1,0.239
MMP1,0.194
MMP10,0.197
MMP11,0.298
MMP12,0.28
MMP13,0.21
MMP14,0.303
MMP15,0.287
MMP16,0.262
MMP17,0.216
MMP19,0.19
MMP2,0.32
MMP20,0.256
MMP21,0.185
MMP23B,0.268
MMP24,0.275
MMP25,0.236
MMP26,0.183
MMP27,0.276
MMP28,0.302
MMP3,0.249
MMP7,0.278
MMP8,0.233
MMP9,0.275
MMRN1,0.312
MMRN2,0.221
MMS19,0.503
MMS22L,0.488
MMUT,0.402
MN1,0.213
MNAT1,0.37
MND1,0.338
MNDA,0.391
MNS1,0.465
MNT,0.378
MNX1,0.384
MOAP1,0.441
MOB1A,0.515
MOB1B,0.506
MOB2,0.545
MOB3A,0.07
MOB3B,0.23
MOB3C,0.188
MOB4,0.437
MOBP,0.485
MOCOS,0.347
MOCS1,0.333
MOCS2,0.357
MOCS3,0.321
MOG,0.265
MOGAT1,0.223
MOGAT2,0.258
MOGAT3,0.24
MOGS,0.285
MOK,0.355
MON1A,0.451
MON1B,0.386
MON2,0.39
MORC1,0.301
MORC2,0.378
MORC3,0.351
MORC4,0.406
MORF4L1,0.452
MORF4L2,0.438
MORN2,0.441
MORN3,0.379
MORN4,0.39
MOS,0.431
MOSMO,0.257
MOSPD1,0.373
MOSPD2,0.187
MOSPD3,0.23
MOV10,0.378
MOV10L1,0.339
MOXD1,0.343
MPC1,0.305
MPC1L,0.165
MPC2,0.273
MPDU1,0.374
MPDZ,0.385
MPEG1,0.064
MPG,0.357
MPHOSPH10,0.436
MPHOSPH6,0.514
MPHOSPH8,0.515
MPHOSPH9,0.363
MPI,0.277
MPIG6B,0.373
MPL,0.315
MPLKIP,0.639
MPND,0.095
MPO,0.291
MPP1,0.46
MPP2,0.456
MPP4,0.466
MPP7,0.435
MPPE1,0.435
MPPED1,0.221
MPPED2,0.219
MPRIP,0.483
MPST,0.325
MPV17,0.419
MPV17L,0.413
MPV17L2,0.347
MPZ,0.295
MPZL1,0.34
MPZL2,0.429
MPZL3,0.282
MR1,0.299
MRAP,0.393
MRAP2,0.377
MRAS,0.369
MRC1,0.313
MRC2,0.276
MRE11,0.391
MREG,0.349
MRFAP1,0.477
MRFAP1L1,0.214
MRFAP1L2,0.22
MRGBP,0.47
MRGPRD,0.21
MRGPRE,0.214
MRGPRF,0.286
MRGPRG,0.214
MRGPRX1,0.239
MRGPRX2,0.273
MRGPRX3,0.214
MRGPRX4,0.214
MRI1,0.451
MRLN,0.211
MRM1,0.411
MRM2,0.331
MRM3,0.411
MRNIP,0.433
MRO,0.269
MROH2B,0.332
MROH7,0.055
MRPL1,0.392
MRPL10,0.439
MRPL11,0.428
MRPL12,0.372
MRPL13,0.402
MRPL14,0.317
MRPL15,0.385
MRPL16,0.302
MRPL17,0.372
MRPL18,0.292
MRPL19,0.346
MRPL2,0.306
MRPL20,0.426
MRPL21,0.317
MRPL22,0.392
MRPL23,0.398
MRPL24,0.306
MRPL27,0.381
MRPL28,0.427
MRPL3,0.307
MRPL30,0.306
MRPL32,0.316
MRPL33,0.306
MRPL34,0.306
MRPL35,0.306
MRPL36,0.347
MRPL37,0.316
MRPL38,0.286
MRPL39,0.33
MRPL4,0.394
MRPL40,0.425
MRPL41,0.417
MRPL42,0.315
MRPL43,0.387
MRPL44,0.354
MRPL45,0.401
MRPL46,0.378
MRPL47,0.329
MRPL48,0.408
MRPL49,0.401
MRPL50,0.286
MRPL51,0.375
MRPL52,0.296
MRPL53,0.402
MRPL54,0.317
MRPL55,0.296
MRPL57,0.297
MRPL58,0.322
MRPL9,0.387
MRPS10,0.305
MRPS11,0.32
MRPS12,0.352
MRPS14,0.288
MRPS15,0.353
MRPS16,0.412
MRPS17,0.255
MRPS18A,0.296
MRPS18B,0.408
MRPS18C,0.259
MRPS2,0.34
MRPS21,0.26
MRPS22,0.327
MRPS23,0.458
MRPS24,0.28
MRPS25,0.338
MRPS26,0.374
MRPS27,0.402
MRPS28,0.33
MRPS30,0.326
MRPS31,0.451
MRPS33,0.255
MRPS34,0.296
MRPS35,0.279
MRPS5,0.317
MRPS6,0.373
MRPS7,0.3
MRPS9,0.419
MRRF,0.369
MRS2,0.253
MRTFA,0.553
MRTFB,0.392
MRTO4,0.46
MS4A1,0.352
MS4A10,0.042
MS4A12,0.202
MS4A13,0.042
MS4A14,0.042
MS4A15,0.042
MS4A18,0.042
MS4A2,0.216
MS4A3,0.423
MS4A4A,0.042
MS4A4E,0.042
MS4A5,0.042
MS4A6A,0.042
MS4A6E,0.042
MS4A7,0.042
MS4A8,0.042
MSANTD1,0.255
MSANTD3,0.141
MSANTD4,0.231
MSC,0.342
MSGN1,0.366
MSH2,0.351
MSH3,0.369
MSH4,0.411
MSH5,0.369
MSH6,0.382
MSI1,0.385
MSI2,0.437
MSL1,0.397
MSL2,0.347
MSL3,0.382
MSLN,0.35
MSMB,0.414
MSMO1,0.262
MSMP,0.351
MSN,0.42
MSR1,0.293
MSRA,0.38
MSRB1,0.413
MSRB2,0.401
MSRB3,0.417
MSS51,0.099
MST1,0.255
MST1R,0.356
MSTN,0.304
MSTO1,0.467
MSX1,0.265
MSX2,0.306
MT-ATP6,0.322
MT-ATP8,0.27
MT-CO1,0.302
MT-CO2,0.313
MT-CO3,0.369
MT-CYB,0.247
MT-ND1,0.331
MT-ND2,0.381
MT-ND3,0.33
MT-ND4,0.249
MT-ND4L,0.169
MT-ND5,0.249
MT-ND6,0.241
MT1A,0.419
MT1B,0.339
MT1E,0.339
MT1F,0.401
MT1G,0.389
MT1H,0.401
MT1HL1,0.317
MT1M,0.339
MT1X,0.381
MT2A,0.39
MT3,0.286
MT4,0.329
MTA1,0.429
MTA2,0.434
MTA3,0.471
MTAP,0.413
MTARC1,0.286
MTARC2,0.304
MTBP,0.359
MTCH1,0.409
MTCH2,0.3
MTCL1,0.477
MTCL2,0.178
MTCL3,0.107
MTCP1,0.25
MTDH,0.414
MTERF1,0.501
MTERF2,0.325
MTERF3,0.45
MTERF4,0.433
MTF1,0.357
MTF2,0.38
MTFMT,0.267
MTFP1,0.325
MTFR1,0.414
MTFR1L,0.461
MTFR2,0.481
MTG1,0.31
MTG2,0.321
MTHFD1,0.292
MTHFD1L,0.298
MTHFD2,0.29
MTHFD2L,0.228
MTHFR,0.271
MTHFS,0.331
MTHFSD,0.295
MTIF2,0.377
MTIF3,0.427
MTLN,0.209
MTM1,0.369
MTMR1,0.336
MTMR10,0.312
MTMR11,0.246
MTMR12,0.423
MTMR14,0.372
MTMR2,0.361
MTMR3,0.347
MTMR4,0.337
MTMR6,0.353
MTMR7,0.351
MTMR8,0.408
MTMR9,0.381
MTNR1A,0.319
MTNR1B,0.246
MTO1,0.275
MTOR,0.272
MTPAP,0.4
MTPN,0.369
MTR,0.346
MTRES1,0.243
MTREX,0.45
MTRF1,0.308
MTRF1L,0.336
MTRFR,0.313
MTRR,0.286
MTSS1,0.487
MTSS2,0.383
MTTP,0.375
MTURN,0.058
MTUS1,0.528
MTUS2,0.568
MTX1,0.169
MTX2,0.433
MTX3,0.171
MUC1,0.33
MUC12,0.332
MUC13,0.349
MUC15,0.248
MUC16,0.342
MUC17,0.377
MUC19,0.254
MUC2,0.344
MUC20,0.285
MUC21,0.259
MUC22,0.042
MUC3A,0.266
MUC3B,0.251
MUC4,0.292
MUC5AC,0.317
MUC5B,0.385
MUC6,0.267
MUC7,0.327
MUCL1,0.254
MUCL3,0.25
MUL1,0.31
MUS81,0.418
MUSK,0.27
MUSTN1,0.283
MUTYH,0.384
MVB12A,0.5
MVB12B,0.394
MVD,0.33
MVK,0.385
MVP,0.497
MX1,0.438
MX2,0.416
MXD1,0.467
MXD3,0.366
MXD4,0.4
MXI1,0.461
MXRA5,0.126
MXRA7,0.047
MXRA8,0.303
MYADM,0.313
MYADML2,0.243
MYB,0.329
MYBBP1A,0.412
MYBL1,0.32
MYBL2,0.47
MYBPC1,0.482
MYBPC2,0.471
MYBPC3,0.441
MYBPH,0.4
MYBPHL,0.309
MYC,0.34
MYCBP,0.414
MYCBP2,0.435
MYCBPAP,0.413
MYCL,0.354
MYCN,0.408
MYCT1,0.314
MYD88,0.35
MYDGF,0.342
MYEF2,0.353
MYF5,0.354
MYF6,0.326
MYG1,0.404
MYH1,0.434
MYH10,0.397
MYH11,0.467
MYH13,0.385
MYH14,0.412
MYH15,0.384
MYH2,0.459
MYH3,0.389
MYH4,0.388
MYH6,0.369
MYH7,0.352
MYH7B,0.392
MYH8,0.396
MYH9,0.437
MYL1,0.374
MYL10,0.359
MYL11,0.355
MYL12A,0.462
MYL12B,0.484
MYL2,0.455
MYL3,0.37
MYL4,0.417
MYL5,0.359
MYL6,0.409
MYL6B,0.445
MYL7,0.474
MYL9,0.404
MYLIP,0.381
MYLK,0.419
MYLK2,0.382
MYLK3,0.386
MYLK4,0.072
MYMK,0.212
MYMX,0.299
MYNN,0.284
MYO10,0.44
MYO15A,0.393
MYO15B,0.394
MYO16,0.525
MYO18A,0.438
MYO18B,0.401
MYO19,0.464
MYO1A,0.434
MYO1B,0.448
MYO1C,0.423
MYO1D,0.411
MYO1E,0.402
MYO1F,0.404
MYO1G,0.324
MYO1H,0.342
MYO3A,0.375
MYO3B,0.35
MYO5A,0.399
MYO5B,0.399
MYO5C,0.361
MYO6,0.459
MYO7A,0.408
MYO7B,0.501
MYO9A,0.447
MYO9B,0.475
MYOC,0.364
MYOCD,0.312
MYOD1,0.36
MYOF,0.393
MYOG,0.307
MYOM1,0.458
MYOM2,0.477
MYOM3,0.411
MYORG,0.257
MYOT,0.44
MYOZ1,0.45
MYOZ2,0.476
MYOZ3,0.464
MYPN,0.489
MYPOP,0.307
MYRF,0.382
MYRFL,0.321
MYRIP,0.462
MYSM1,0.38
MYT1,0.387
MYT1L,0.32
MYZAP,0.461
MZB1,0.335
MZF1,0.341
MZT1,0.655
MZT2A,0.518
MZT2B,0.622
N4BP1,0.423
N4BP2,0.386
N4BP2L2,0.37
N4BP3,0.378
N6AMT1,0.373
NAA10,0.418
NAA11,0.34
NAA15,0.42
NAA16,0.406
NAA20,0.366
NAA25,0.353
NAA30,0.448
NAA35,0.36
NAA38,0.441
NAA40,0.284
NAA50,0.441
NAA60,0.312
NAA80,0.325
NAAA,0.385
NAALAD2,0.193
NAALADL1,0.16
NAALADL2,0.4
NAB1,0.352
NAB2,0.375
NABP1,0.501
NABP2,0.478
NACA,0.327
NACA2,0.299
NACAD,0.299
NACC1,0.444
NACC2,0.45
NADK,0.361
NADK2,0.342
NADSYN1,0.394
NAE1,0.447
NAF1,0.376
NAGA,0.289
NAGK,0.343
NAGLU,0.281
NAGPA,0.329
NAGS,0.294
NAIF1,0.537
NAIP,0.348
NALCN,0.232
NALF1,0.147
NALF2,0.147
NAMPT,0.343
NANOG,0.377
NANOGNB,0.292
NANOGP8,0.329
NANOS1,0.383
NANOS2,0.424
NANOS3,0.433
NANP,0.276
NANS,0.297
NAP1L1,0.437
NAP1L2,0.432
NAP1L3,0.311
NAP1L4,0.499
NAP1L5,0.311
NAPA,0.406
NAPB,0.419
NAPEPLD,0.363
NAPG,0.451
NAPRT,0.332
NAPSA,0.234
NARF,0.475
NARS1,0.321
NARS2,0.412
NASP,0.47
NAT1,0.311
NAT10,0.424
NAT14,0.267
NAT16,0.031
NAT2,0.428
NAT8,0.343
NAT8B,0.344
NAT8L,0.333
NAT9,0.223
NATD1,0.199
NAV1,0.452
NAV2,0.329
NAV3,0.351
NAXD,0.379
NAXE,0.462
NBAS,0.379
NBDY,0.391
NBEA,0.443
NBEAL2,0.407
NBL1,0.277
NBN,0.428
NBPF1,0.251
NBPF10,0.295
NBPF11,0.251
NBPF12,0.251
NBPF14,0.251
NBPF15,0.251
NBPF19,0.251
NBPF20,0.251
NBPF26,0.251
NBPF3,0.251
NBPF4,0.251
NBPF6,0.251
NBPF8,0.251
NBPF9,0.251
NBR1,0.554
NCALD,0.458
NCAM1,0.32
NCAM2,0.366
NCAN,0.329
NCAPD2,0.598
NCAPD3,0.526
NCAPG,0.554
NCAPG2,0.413
NCAPH,0.498
NCAPH2,0.51
NCBP1,0.322
NCBP2,0.33
NCBP2L,0.235
NCBP3,0.41
NCCRP1,0.292
NCDN,0.425
NCEH1,0.234
NCF1,0.321
NCF2,0.4
NCF4,0.371
NCK1,0.419
NCK2,0.404
NCKAP1,0.402
NCKAP1L,0.29
NCKAP5,0.396
NCKAP5L,0.632
NCKIPSD,0.565
NCL,0.443
NCLN,0.364
NCMAP,0.24
NCOA1,0.405
NCOA2,0.394
NCOA3,0.417
NCOA4,0.278
NCOA5,0.427
NCOA6,0.418
NCOA7,0.357
NCOR1,0.477
NCOR2,0.439
NCR1,0.366
NCR2,0.314
NCR3,0.325
NCR3LG1,0.304
NCS1,0.407
NCSTN,0.292
NDC1,0.403
NDC80,0.592
NDE1,0.635
NDEL1,0.452
NDFIP1,0.308
NDFIP2,0.416
NDN,0.397
NDNF,0.211
NDOR1,0.496
NDP,0.338
NDRG1,0.519
NDRG2,0.451
NDRG3,0.369
NDRG4,0.4
NDST1,0.295
NDST2,0.229
NDST3,0.241
NDST4,0.24
NDUFA1,0.368
NDUFA10,0.379
NDUFA11,0.318
NDUFA12,0.355
NDUFA13,0.377
NDUFA2,0.286
NDUFA3,0.314
NDUFA4,0.368
NDUFA4L2,0.201
NDUFA5,0.385
NDUFA6,0.287
NDUFA7,0.329
NDUFA8,0.384
NDUFA9,0.436
NDUFAB1,0.445
NDUFAF1,0.514
NDUFAF2,0.316
NDUFAF3,0.459
NDUFAF4,0.48
NDUFAF5,0.404
NDUFAF6,0.366
NDUFAF7,0.443
NDUFAF8,0.463
NDUFB1,0.353
NDUFB10,0.385
NDUFB11,0.427
NDUFB2,0.279
NDUFB3,0.271
NDUFB4,0.325
NDUFB5,0.369
NDUFB6,0.362
NDUFB7,0.339
NDUFB8,0.349
NDUFB9,0.407
NDUFC1,0.314
NDUFC2,0.333
NDUFS1,0.391
NDUFS2,0.431
NDUFS3,0.424
NDUFS4,0.296
NDUFS5,0.339
NDUFS6,0.261
NDUFS7,0.382
NDUFS8,0.344
NDUFV1,0.361
NDUFV2,0.386
NDUFV3,0.384
NEB,0.47
NEBL,0.488
NECAB1,0.444
NECAB2,0.357
NECAB3,0.442
NECAP1,0.354
NECAP2,0.191
NECTIN1,0.327
NECTIN2,0.322
NECTIN3,0.292
NECTIN4,0.346
NEDD1,0.777
NEDD4,0.346
NEDD4L,0.288
NEDD8,0.388
NEDD9,0.543
NEFH,0.506
NEFL,0.416
NEFM,0.499
NEGR1,0.272
NEIL1,0.448
NEIL2,0.447
NEIL3,0.315
NEK1,0.511
NEK10,0.203
NEK11,0.533
NEK2,0.6
NEK3,0.443
NEK4,0.392
NEK5,0.121
NEK6,0.608
NEK7,0.549
NEK8,0.469
NEK9,0.593
NELFA,0.487
NELFB,0.45
NELFCD,0.394
NELFE,0.406
NELL1,0.424
NELL2,0.335
NEMF,0.28
NEMP1,0.337
NEMP2,0.235
NENF,0.363
NEO1,0.425
NEPRO,0.317
NES,0.427
NET1,0.41
NETO1,0.21
NETO2,0.215
NEU1,0.347
NEU2,0.372
NEU3,0.267
NEU4,0.37
NEURL1,0.27
NEURL1B,0.348
NEURL2,0.31
NEURL3,0.104
NEURL4,0.459
NEUROD1,0.349
NEUROD2,0.262
NEUROD4,0.364
NEUROD6,0.368
NEUROG1,0.283
NEUROG2,0.364
NEUROG3,0.361
NEXMIF,0.311
NEXN,0.388
NF1,0.266
NF2,0.419
NFAM1,0.231
NFASC,0.324
NFAT5,0.429
NFATC1,0.462
NFATC2,0.398
NFATC2IP,0.311
NFATC3,0.421
NFATC4,0.352
NFE2,0.42
NFE2L1,0.378
NFE2L2,0.327
NFE2L3,0.361
NFIA,0.364
NFIB,0.285
NFIC,0.276
NFIL3,0.308
NFIX,0.34
NFKB1,0.323
NFKB2,0.407
NFKBIA,0.366
NFKBIB,0.447
NFKBID,0.336
NFKBIE,0.504
NFKBIL1,0.41
NFKBIZ,0.426
NFRKB,0.409
NFS1,0.482
NFU1,0.537
NFX1,0.338
NFXL1,0.257
NFYA,0.373
NFYB,0.407
NFYC,0.426
NGB,0.442
NGDN,0.428
NGEF,0.336
NGF,0.312
NGFR,0.353
NGLY1,0.462
NGRN,0.331
NHEJ1,0.432
NHERF1,0.375
NHERF2,0.502
NHERF4,0.379
NHLH1,0.359
NHLH2,0.377
NHLRC1,0.422
NHLRC2,0.376
NHLRC3,0.191
NHP2,0.413
NHS,0.328
NHSL1,0.112
NHSL2,0.112
NHSL3,0.112
NIBAN1,0.405
NIBAN2,0.366
NICN1,0.338
NICOL1,0.067
NID1,0.332
NID2,0.32
NIF3L1,0.487
NIFK,0.546
NIM1K,0.342
NIN,0.563
NINJ1,0.229
NINJ2,0.256
NINL,0.757
NIP7,0.533
NIPA1,0.212
NIPA2,0.206
NIPAL1,0.078
NIPAL2,0.078
NIPAL3,0.2
NIPAL4,0.078
NIPBL,0.355
NIPSNAP1,0.396
NIPSNAP2,0.458
NIPSNAP3A,0.473
NIPSNAP3B,0.243
NISCH,0.484
NIT1,0.322
NIT2,0.385
NKAIN1,0.257
NKAIN2,0.155
NKAIN3,0.155
NKAIN4,0.155
NKAP,0.426
NKAPD1,0.173
NKAPL,0.375
NKD1,0.358
NKD2,0.409
NKG7,0.279
NKIRAS1,0.297
NKIRAS2,0.297
NKPD1,0.042
NKRF,0.429
NKTR,0.48
NKX1-1,0.296
NKX1-2,0.309
NKX2-1,0.299
NKX2-2,0.321
NKX2-3,0.28
NKX2-4,0.32
NKX2-5,0.277
NKX2-6,0.28
NKX2-8,0.285
NKX3-1,0.295
NKX3-2,0.255
NKX6-1,0.248
NKX6-2,0.266
NKX6-3,0.315
NLE1,0.341
NLGN1,0.286
NLGN2,0.272
NLGN3,0.298
NLGN4X,0.319
NLGN4Y,0.332
NLK,0.41
NLN,0.287
NLRC3,0.414
NLRC4,0.38
NLRC5,0.421
NLRP1,0.446
NLRP10,0.211
NLRP11,0.113
NLRP12,0.28
NLRP13,0.035
NLRP14,0.329
NLRP2,0.45
NLRP2B,0.303
NLRP3,0.319
NLRP4,0.298
NLRP5,0.324
NLRP6,0.263
NLRP7,0.201
NLRP8,0.303
NLRP9,0.343
NLRX1,0.35
NMB,0.3
NMBR,0.32
NMD3,0.429
NME1,0.369
NME2,0.343
NME3,0.353
NME4,0.345
NME5,0.303
NME6,0.353
NME7,0.442
NME8,0.414
NME9,0.345
NMI,0.426
NMNAT1,0.396
NMNAT2,0.272
NMNAT3,0.261
NMRAL1,0.495
NMRK1,0.353
NMRK2,0.443
NMS,0.237
NMT1,0.322
NMT2,0.322
NMU,0.244
NMUR1,0.211
NMUR2,0.245
NNAT,0.284
NNMT,0.292
NNT,0.256
NOA1,0.404
NOB1,0.346
NOBOX,0.294
NOC2L,0.497
NOC3L,0.446
NOC4L,0.449
NOCT,0.357
NOD1,0.314
NOD2,0.31
NODAL,0.195
NOG,0.194
NOL10,0.325
NOL11,0.457
NOL12,0.447
NOL3,0.375
NOL4,0.312
NOL4L,0.492
NOL6,0.435
NOL7,0.366
NOL8,0.424
NOL9,0.435
NOLC1,0.48
NOM1,0.453
NOMO1,0.332
NOMO2,0.35
NOMO3,0.336
NONO,0.41
NOP10,0.418
NOP14,0.392
NOP16,0.399
NOP2,0.462
NOP53,0.42
NOP56,0.481
NOP58,0.495
NOP9,0.202
NOS1,0.326
NOS1AP,0.375
NOS2,0.33
NOS3,0.312
NOSIP,0.427
NOSTRIN,0.449
NOTCH1,0.237
NOTCH2,0.338
NOTCH2NLA,0.438
NOTCH2NLB,0.3
NOTCH2NLC,0.281
NOTCH3,0.439
NOTCH4,0.394
NOTO,0.35
NOTUM,0.25
NOVA1,0.332
NOVA2,0.292
NOX1,0.273
NOX3,0.264
NOX4,0.329
NOX5,0.261
NOXA1,0.435
NOXO1,0.355
NOXRED1,0.216
NPAP1,0.38
NPAS1,0.287
NPAS2,0.422
NPAS3,0.424
NPAS4,0.354
NPAT,0.519
NPB,0.312
NPBWR1,0.306
NPBWR2,0.312
NPC1,0.311
NPC1L1,0.325
NPC2,0.321
NPDC1,0.302
NPEPL1,0.313
NPEPPS,0.34
NPFF,0.248
NPFFR1,0.218
NPFFR2,0.321
NPHP1,0.475
NPHP3,0.342
NPHP4,0.497
NPHS1,0.305
NPHS2,0.371
NPIPA1,0.305
NPIPA2,0.265
NPIPA3,0.265
NPIPA5,0.265
NPIPA7,0.411
NPIPA8,0.265
NPIPA9,0.265
NPIPB11,0.256
NPIPB13,0.256
NPIPB15,0.26
NPIPB2,0.265
NPIPB3,0.355
NPIPB4,0.256
NPIPB5,0.256
NPIPB6,0.265
NPIPB7,0.26
NPIPB8,0.265
NPIPB9,0.265
NPL,0.41
NPLOC4,0.497
NPM1,0.459
NPM2,0.555
NPM3,0.594
NPNT,0.267
NPPA,0.311
NPPB,0.367
NPPC,0.282
NPR1,0.251
NPR2,0.281
NPR3,0.271
NPRL2,0.288
NPRL3,0.3
NPS,0.155
NPSR1,0.298
NPTN,0.278
NPTX1,0.288
NPTX2,0.276
NPTXR,0.254
NPVF,0.138
NPW,0.303
NPY,0.335
NPY1R,0.264
NPY2R,0.239
NPY4R,0.239
NPY5R,0.24
NQO1,0.306
NQO2,0.416
NR0B1,0.409
NR0B2,0.408
NR1D1,0.325
NR1D2,0.331
