Symbols,Score
SP2,0.356
SP3,0.308
SP4,0.461
SP5,0.281
SP6,0.364
SP7,0.379
SP8,0.28
SP9,0.294
SPA17,0.394
SPAAR,0.208
SPACA1,0.259
SPACA3,0.337
SPACA4,0.22
SPACA5,0.129
SPACA5B,0.129
SPACA6,0.264
SPACA7,0.225
SPACA9,0.469
SPACDR,0.231
SPAG1,0.417
SPAG11A,0.086
SPAG11B,0.146
SPAG16,0.441
SPAG17,0.422
SPAG4,0.527
SPAG5,0.581
SPAG6,0.448
SPAG7,0.285
SPAG8,0.516
SPAG9,0.528
SPAM1,0.194
SPANXA1,0.431
SPANXA2,0.431
SPANXB1,0.385
SPANXC,0.474
SPANXD,0.433
SPARC,0.306
SPARCL1,0.391
SPART,0.475
SPAST,0.544
SPATA13,0.513
SPATA16,0.346
SPATA17,0.368
SPATA18,0.459
SPATA19,0.256
SPATA2,0.423
SPATA20,0.202
SPATA21,0.061
SPATA22,0.461
SPATA24,0.547
SPATA25,0.232
SPATA3,0.159
SPATA31A1,0.141
SPATA31A3,0.141
SPATA31A5,0.141
SPATA31A6,0.141
SPATA31A7,0.141
SPATA31C1,0.141
SPATA31C2,0.141
SPATA31D1,0.141
SPATA31D3,0.141
SPATA31D4,0.141
SPATA31E1,0.141
SPATA31F1,0.224
SPATA31F3,0.042
SPATA31H1,0.227
SPATA32,0.335
SPATA33,0.352
SPATA4,0.448
SPATA46,0.406
SPATA6,0.33
SPATA7,0.508
SPATA9,0.231
SPATC1,0.386
SPATC1L,0.497
SPATS2,0.349
SPATS2L,0.417
SPC24,0.58
SPC25,0.574
SPCS1,0.349
SPCS2,0.248
SPCS3,0.267
SPDEF,0.293
SPDL1,0.599
SPDYA,0.453
SPDYC,0.54
SPDYE1,0.173
SPDYE16,0.173
SPDYE2,0.25
SPDYE2B,0.173
SPDYE3,0.173
SPDYE4,0.173
SPDYE5,0.173
SPDYE6,0.173
SPECC1,0.475
SPECC1L,0.53
SPEF1,0.439
SPEF2,0.308
SPEG,0.367
SPEM1,0.274
SPEM2,0.042
SPEM3,0.274
SPEN,0.396
SPESP1,0.236
SPG11,0.451
SPG21,0.49
SPG7,0.4
SPHK1,0.338
SPHK2,0.346
SPHKAP,0.447
SPI1,0.321
SPIB,0.346
SPIC,0.296
SPICE1,0.629
SPIDR,0.384
SPIN1,0.559
SPIN2A,0.559
SPIN2B,0.561
SPIN3,0.495
SPIN4,0.495
SPINDOC,0.188
SPINK1,0.226
SPINK13,0.109
SPINK14,0.105
SPINK2,0.345
SPINK4,0.115
SPINK5,0.407
SPINK6,0.145
SPINK7,0.234
SPINK8,0.105
SPINK9,0.265
SPINT1,0.211
SPINT2,0.291
SPINT3,0.197
SPINT4,0.105
SPIRE1,0.512
SPIRE2,0.469
SPMAP2,0.435
SPMIP4,0.516
SPMIP6,0.56
SPMIP7,0.218
SPMIP8,0.067
SPMIP9,0.433
SPN,0.306
SPNS1,0.339
SPNS2,0.146
SPNS3,0.081
SPO11,0.343
SPOCD1,0.044
SPOCK1,0.318
SPOCK2,0.265
SPOCK3,0.206
SPON1,0.339
SPON2,0.231
SPOP,0.465
SPOPL,0.398
SPOUT1,0.501
SPP1,0.344
SPP2,0.254
SPPL2A,0.363
SPPL2B,0.461
SPPL2C,0.312
SPPL3,0.363
SPR,0.348
SPRED1,0.383
SPRED2,0.414
SPRED3,0.142
SPRING1,0.225
SPRN,0.383
SPRR1A,0.449
SPRR1B,0.413
SPRR2A,0.446
SPRR2B,0.373
SPRR2D,0.373
SPRR2E,0.438
SPRR2F,0.373
SPRR2G,0.325
SPRR3,0.446
SPRR4,0.353
SPRTN,0.475
SPRY1,0.415
SPRY2,0.37
SPRY3,0.343
SPRY4,0.359
SPRYD4,0.346
SPRYD7,0.173
SPSB1,0.368
SPSB2,0.391
SPSB3,0.368
SPSB4,0.383
SPTA1,0.444
SPTAN1,0.506
SPTB,0.533
SPTBN1,0.482
SPTBN2,0.388
SPTBN4,0.385
SPTBN5,0.527
SPTLC1,0.319
SPTLC2,0.219
SPTLC3,0.332
SPTSSA,0.337
SPTSSB,0.389
SPTY2D1,0.425
SPX,0.296
SPZ1,0.431
SQLE,0.258
SQOR,0.283
SQSTM1,0.45
SRA1,0.481
SRBD1,0.111
SRC,0.299
SRCAP,0.448
SRCIN1,0.426
SRD5A1,0.226
SRD5A2,0.229
SRD5A3,0.228
SREBF1,0.332
SREBF2,0.398
SREK1,0.432
SREK1IP1,0.213
SRF,0.279
SRFBP1,0.347
SRGAP1,0.444
SRGAP2,0.446
SRGAP2B,0.337
SRGAP2C,0.404
SRGAP3,0.444
SRGN,0.369
SRI,0.387
SRL,0.222
SRM,0.403
SRMS,0.432
SRP14,0.421
SRP19,0.461
SRP54,0.439
SRP68,0.489
SRP72,0.439
SRP9,0.395
SRPK1,0.404
SRPK2,0.436
SRPK3,0.405
SRPRA,0.261
SRPRB,0.349
SRPX,0.413
SRPX2,0.388
SRR,0.318
SRRD,0.393
SRRM1,0.461
SRRM2,0.475
SRRM3,0.056
SRRM4,0.296
SRRT,0.382
SRSF1,0.422
SRSF10,0.456
SRSF11,0.394
SRSF12,0.407
SRSF2,0.419
SRSF3,0.405
SRSF4,0.348
SRSF5,0.471
SRSF6,0.334
SRSF7,0.396
SRSF8,0.488
SRSF9,0.396
SRXN1,0.375
SRY,0.43
SS18,0.489
SS18L1,0.528
SS18L2,0.254
SSB,0.342
SSBP1,0.472
SSBP2,0.326
SSBP3,0.379
SSBP4,0.369
SSC4D,0.151
SSC5D,0.355
SSH1,0.405
SSH2,0.415
SSH3,0.435
SSMEM1,0.042
SSNA1,0.764
SSPN,0.23
SSR1,0.387
SSR2,0.375
SSR3,0.212
SSR4,0.171
SSRP1,0.432
SST,0.215
SSTR1,0.297
SSTR2,0.343
SSTR3,0.351
SSTR4,0.3
SSTR5,0.249
SSU72,0.457
SSU72L1,0.252
SSU72L2,0.252
SSU72L3,0.252
SSU72L4,0.252
SSU72L5,0.252
SSU72L6,0.252
SSUH2,0.316
SSX1,0.372
SSX2,0.396
SSX2B,0.396
SSX2IP,0.607
SSX3,0.396
SSX4,0.305
SSX4B,0.305
SSX5,0.396
SSX7,0.305
ST13,0.512
ST14,0.205
ST18,0.254
ST3GAL1,0.212
ST3GAL2,0.208
ST3GAL3,0.217
ST3GAL4,0.205
ST3GAL5,0.204
ST3GAL6,0.203
ST6GAL1,0.314
ST6GAL2,0.227
ST6GALNAC1,0.216
ST6GALNAC2,0.216
ST6GALNAC3,0.264
ST6GALNAC4,0.225
ST6GALNAC5,0.21
ST6GALNAC6,0.269
ST7,0.182
ST7L,0.106
ST8SIA1,0.233
ST8SIA2,0.245
ST8SIA3,0.273
ST8SIA4,0.226
ST8SIA5,0.305
ST8SIA6,0.205
STAB1,0.301
STAB2,0.323
STAC,0.401
STAC2,0.419
STAC3,0.446
STAG1,0.612
STAG2,0.609
STAG3,0.492
STAM,0.445
STAM2,0.539
STAMBP,0.435
STAMBPL1,0.371
STAP1,0.426
STAP2,0.409
STAR,0.222
STARD10,0.355
STARD13,0.455
STARD3,0.399
STARD3NL,0.463
STARD4,0.249
STARD5,0.28
STARD6,0.127
STARD7,0.261
STARD8,0.361
STARD9,0.578
STAT1,0.34
STAT2,0.441
STAT3,0.3
STAT4,0.437
STAT5A,0.359
STAT5B,0.289
STAT6,0.378
STATH,0.25
STAU1,0.462
STAU2,0.448
STBD1,0.428
STC1,0.275
STC2,0.343
STEAP1,0.264
STEAP1B,0.209
STEAP2,0.305
STEAP3,0.371
STEAP4,0.3
STEEP1,0.305
STH,0.453
STIL,0.531
STIM1,0.368
STIM2,0.322
STIMATE,0.338
STING1,0.359
STIP1,0.492
STK10,0.391
STK11,0.34
STK11IP,0.479
STK16,0.374
STK17A,0.317
STK17B,0.344
STK19,0.301
STK24,0.417
STK25,0.368
STK26,0.396
STK3,0.332
STK31,0.315
STK32A,0.237
STK32B,0.149
STK32C,0.149
STK33,0.366
STK35,0.419
STK36,0.478
STK38,0.459
STK38L,0.47
STK39,0.355
STK4,0.366
STK40,0.384
STKLD1,0.072
STMN1,0.434
STMN2,0.426
STMN3,0.433
STMN4,0.436
STMND1,0.431
STMP1,0.21
STN1,0.473
STOM,0.421
STOML1,0.333
STOML2,0.41
STOML3,0.266
STON1,0.294
STON2,0.5
STOX1,0.476
STOX2,0.183
STPG1,0.362
STPG4,0.466
STRA6,0.167
STRA8,0.411
STRADA,0.474
STRADB,0.448
STRAP,0.466
STRBP,0.477
STRC,0.2
STRIP1,0.556
STRIP2,0.48
STRIT1,0.202
STRN,0.405
STRN3,0.426
STRN4,0.437
STS,0.342
STT3A,0.341
STT3B,0.255
STUB1,0.418
STUM,0.042
STX10,0.486
STX11,0.436
STX12,0.452
STX16,0.52
STX17,0.507
STX18,0.447
STX19,0.407
STX1A,0.44
STX1B,0.439
STX2,0.423
STX3,0.358
STX4,0.366
STX5,0.46
STX6,0.493
STX7,0.455
STX8,0.463
STXBP1,0.443
STXBP2,0.393
STXBP3,0.385
STXBP4,0.344
STXBP5,0.374
STXBP5L,0.33
STXBP6,0.271
STYK1,0.317
STYX,0.437
STYXL1,0.374
STYXL2,0.263
SUB1,0.427
SUCLA2,0.365
SUCLG1,0.357
SUCLG2,0.374
SUCNR1,0.188
SUCO,0.298
SUDS3,0.505
SUFU,0.373
SUGCT,0.377
SUGP1,0.431
SUGP2,0.343
SUGT1,0.505
SULF1,0.267
SULF2,0.272
SULT1A1,0.327
SULT1A2,0.335
SULT1A3,0.317
SULT1A4,0.278
SULT1B1,0.357
SULT1C2,0.418
SULT1C3,0.311
SULT1C4,0.292
SULT1E1,0.357
SULT2A1,0.33
SULT2B1,0.421
SULT4A1,0.412
SULT6B1,0.286
SUMF1,0.33
SUMF2,0.326
SUMO1,0.453
SUMO2,0.44
SUMO3,0.527
SUMO4,0.352
SUN1,0.472
SUN2,0.508
SUN3,0.424
SUN5,0.424
SUOX,0.417
SUPT16H,0.456
SUPT20H,0.414
SUPT20HL1,0.235
SUPT20HL2,0.23
SUPT3H,0.38
SUPT4H1,0.413
SUPT5H,0.388
SUPT6H,0.389
SUPT7L,0.441
SUPV3L1,0.366
SURF1,0.323
SURF2,0.415
SURF4,0.472
SURF6,0.496
SUSD1,0.097
SUSD2,0.316
SUSD3,0.128
SUSD4,0.106
SUSD5,0.148
SUSD6,0.316
SUV39H1,0.437
SUV39H2,0.427
SUZ12,0.443
SV2A,0.331
SV2B,0.321
SV2C,0.311
SVBP,0.374
SVEP1,0.339
SVIL,0.569
SVIP,0.36
SVOP,0.221
SVOPL,0.115
SWAP70,0.449
SWI5,0.407
SWSAP1,0.353
SWT1,0.248
SYAP1,0.402
SYBU,0.476
SYCE1,0.475
SYCE1L,0.412
SYCE2,0.373
SYCE3,0.496
SYCN,0.236
SYCP1,0.405
SYCP2,0.408
SYCP2L,0.287
SYCP3,0.394
SYDE1,0.321
SYDE2,0.325
SYF2,0.458
SYK,0.265
SYMPK,0.449
SYN1,0.482
SYN2,0.256
SYN3,0.236
SYNC,0.435
SYNCRIP,0.399
SYNDIG1,0.371
SYNDIG1L,0.225
SYNE1,0.571
SYNE2,0.564
SYNE3,0.489
SYNE4,0.361
SYNGAP1,0.314
SYNGR1,0.349
SYNGR2,0.419
SYNGR3,0.312
SYNGR4,0.146
SYNJ1,0.32
SYNJ2,0.378
SYNJ2BP,0.342
SYNM,0.472
SYNPO,0.429
SYNPO2,0.553
SYNPO2L,0.513
SYNPR,0.294
SYNRG,0.408
SYP,0.324
SYPL1,0.244
SYPL2,0.187
SYS1,0.305
SYT1,0.391
SYT10,0.34
SYT11,0.35
SYT12,0.31
SYT13,0.386
SYT14,0.042
SYT15,0.327
SYT16,0.283
SYT17,0.368
SYT2,0.371
SYT3,0.349
SYT4,0.344
SYT5,0.354
SYT6,0.383
SYT7,0.359
SYT8,0.339
SYT9,0.373
SYTL1,0.377
SYTL2,0.396
SYTL3,0.326
SYTL4,0.488
SYTL5,0.365
SYVN1,0.393
SZT2,0.321
TAAR1,0.21
TAAR2,0.21
TAAR5,0.185
TAAR6,0.21
TAAR8,0.21
TAAR9,0.21
TAB1,0.338
TAB2,0.381
TAB3,0.353
TAC1,0.192
TAC3,0.25
TAC4,0.236
TACC1,0.597
TACC2,0.619
TACC3,0.647
TACO1,0.429
TACR1,0.277
TACR2,0.251
TACR3,0.33
TACSTD2,0.343
TADA1,0.4
TADA2A,0.459
TADA2B,0.425
TADA3,0.445
TAF1,0.342
TAF10,0.454
TAF11,0.438
TAF11L11,0.333
TAF11L12,0.333
TAF11L13,0.333
TAF11L14,0.333
TAF11L2,0.346
TAF11L3,0.333
TAF11L4,0.333
TAF11L5,0.333
TAF11L9,0.333
TAF12,0.436
TAF13,0.436
TAF15,0.442
TAF1A,0.438
TAF1B,0.411
TAF1C,0.416
TAF1D,0.478
TAF1L,0.332
TAF2,0.484
TAF3,0.442
TAF4,0.439
TAF4B,0.434
TAF5,0.473
TAF5L,0.447
TAF6,0.484
TAF6L,0.466
TAF7,0.395
TAF7L,0.405
TAF8,0.491
TAF9,0.422
TAF9B,0.369
TAFA1,0.369
TAFA2,0.251
TAFA3,0.081
TAFA4,0.252
TAFA5,0.182
TAFAZZIN,0.303
TAGAP,0.377
TAGLN,0.466
TAGLN2,0.447
TAGLN3,0.323
TAL1,0.366
TAL2,0.367
TALDO1,0.436
TAMALIN,0.373
TAMM41,0.311
TANC1,0.305
TANC2,0.16
TANGO2,0.344
TANGO6,0.042
TANK,0.337
TAOK1,0.406
TAOK2,0.387
TAOK3,0.321
TAP1,0.393
TAP2,0.363
TAPBP,0.395
TAPBPL,0.379
TAPT1,0.375
TARBP1,0.278
TARBP2,0.387
TARDBP,0.422
TARM1,0.261
TARS1,0.426
TARS2,0.331
TARS3,0.421
TAS1R1,0.256
TAS1R2,0.247
TAS1R3,0.24
TAS2R1,0.203
TAS2R10,0.203
TAS2R13,0.21
TAS2R14,0.203
TAS2R16,0.378
TAS2R19,0.204
TAS2R20,0.204
TAS2R3,0.203
TAS2R30,0.204
TAS2R31,0.204
TAS2R38,0.204
TAS2R39,0.204
TAS2R4,0.201
TAS2R40,0.204
TAS2R41,0.206
TAS2R42,0.206
TAS2R43,0.212
TAS2R45,0.204
TAS2R46,0.206
TAS2R5,0.199
TAS2R50,0.204
TAS2R60,0.197
TAS2R7,0.203
TAS2R8,0.203
TAS2R9,0.206
TASOR,0.482
TASOR2,0.509
TASP1,0.329
TAT,0.348
TATDN1,0.383
TATDN2,0.425
TATDN3,0.298
TAX1BP1,0.426
TAX1BP3,0.496
TBATA,0.33
TBC1D1,0.488
TBC1D10A,0.382
TBC1D10B,0.375
TBC1D10C,0.339
TBC1D12,0.222
TBC1D13,0.316
TBC1D14,0.507
TBC1D15,0.367
TBC1D16,0.411
TBC1D17,0.417
TBC1D19,0.186
TBC1D2,0.428
TBC1D20,0.399
TBC1D21,0.396
TBC1D22A,0.334
TBC1D22B,0.322
TBC1D23,0.436
TBC1D24,0.403
TBC1D25,0.386
TBC1D26,0.222
TBC1D28,0.222
TBC1D2B,0.392
TBC1D3,0.25
TBC1D30,0.39
TBC1D31,0.329
TBC1D32,0.359
TBC1D3B,0.215
TBC1D3C,0.215
TBC1D3D,0.215
TBC1D3E,0.215
TBC1D3F,0.215
TBC1D3G,0.215
TBC1D3H,0.215
TBC1D3I,0.215
TBC1D3K,0.215
TBC1D3L,0.215
TBC1D4,0.313
TBC1D5,0.418
TBC1D7,0.432
TBC1D8,0.236
TBC1D8B,0.229
TBC1D9,0.3
TBC1D9B,0.291
TBCA,0.572
TBCB,0.562
TBCC,0.524
TBCCD1,0.414
TBCD,0.516
TBCE,0.595
TBCEL,0.48
TBCK,0.418
TBK1,0.331
TBKBP1,0.189
TBL1X,0.45
TBL1XR1,0.414
TBL1Y,0.28
TBL2,0.433
TBL3,0.465
TBP,0.392
TBPL1,0.413
TBPL2,0.385
TBR1,0.368
TBRG1,0.421
TBRG4,0.408
TBX1,0.212
TBX10,0.304
TBX15,0.356
TBX18,0.371
TBX19,0.295
TBX2,0.281
TBX20,0.246
TBX21,0.28
TBX22,0.343
TBX3,0.256
TBX4,0.263
TBX5,0.314
TBX6,0.347
TBXA2R,0.308
TBXAS1,0.252
TBXT,0.295
TC2N,0.292
TCAF1,0.313
TCAF2,0.257
TCAIM,0.243
TCAP,0.416
TCEA1,0.427
TCEA2,0.363
TCEA3,0.29
TCEAL1,0.386
TCEAL2,0.328
TCEAL3,0.328
TCEAL4,0.328
TCEAL5,0.398
TCEAL6,0.328
TCEAL7,0.334
TCEAL8,0.328
TCEAL9,0.328
TCEANC,0.386
TCEANC2,0.386
TCERG1,0.429
TCERG1L,0.231
TCF12,0.461
TCF15,0.296
TCF19,0.391
TCF20,0.424
TCF21,0.281
TCF23,0.369
TCF24,0.35
TCF25,0.373
TCF3,0.423
TCF4,0.431
TCF7,0.392
TCF7L1,0.48
TCF7L2,0.393
TCFL5,0.352
TCHH,0.467
TCHHL1,0.061
TCHP,0.569
TCIM,0.49
TCIRG1,0.28
TCL1A,0.418
TCL1B,0.247
TCN1,0.246
TCN2,0.35
TCOF1,0.508
TCP1,0.465
TCP10L,0.425
TCP11,0.262
TCP11L1,0.25
TCTA,0.166
TCTE1,0.379
TCTN1,0.423
TCTN2,0.49
TCTN3,0.403
TDG,0.406
TDO2,0.39
TDP1,0.386
TDP2,0.468
TDRD1,0.369
TDRD10,0.063
TDRD12,0.236
TDRD3,0.565
TDRD5,0.315
TDRD6,0.346
TDRD7,0.485
TDRD9,0.341
TDRKH,0.346
TDRP,0.418
TEAD1,0.459
TEAD2,0.451
TEAD3,0.411
TEAD4,0.41
TEC,0.383
TECPR1,0.469
TECPR2,0.23
TECR,0.364
TECRL,0.266
TECTA,0.173
TECTB,0.161
TEDC1,0.173
TEDC2,0.173
TEDDM1,0.042
TEF,0.365
TEFM,0.387
TEK,0.284
TEKT1,0.555
TEKT2,0.513
TEKT3,0.451
TEKT4,0.483
TEKT5,0.483
TEKTL1,0.061
TELO2,0.522
TEN1,0.395
TENM1,0.437
TENM2,0.386
TENM3,0.296
TENM4,0.388
TENT2,0.352
TENT4A,0.466
TENT4B,0.39
TENT5A,0.2
TENT5B,0.171
TENT5C,0.415
TENT5D,0.171
TEP1,0.449
TEPSIN,0.507
TERB1,0.41
TERB2,0.332
TERF1,0.425
TERF2,0.373
TERF2IP,0.439
TERT,0.391
TES,0.441
TESC,0.363
TESK1,0.477
TESK2,0.456
TESMIN,0.348
TESPA1,0.455
TET1,0.294
TET2,0.361
TET3,0.392
TEX10,0.513
TEX101,0.231
TEX11,0.406
TEX12,0.321
TEX13A,0.188
TEX13C,0.07
TEX13D,0.07
TEX14,0.45
TEX15,0.357
TEX19,0.441
TEX2,0.352
TEX22,0.186
TEX26,0.251
TEX261,0.319
TEX264,0.356
TEX28,0.179
TEX29,0.042
TEX30,0.045
TEX35,0.328
TEX38,0.042
TEX44,0.398
TEX50,0.042
TEX51,0.042
TEX9,0.173
TF,0.353
TFAM,0.491
TFAP2A,0.355
TFAP2B,0.27
TFAP2C,0.431
TFAP2D,0.28
TFAP2E,0.319
TFAP4,0.382
TFB1M,0.459
TFB2M,0.372
TFCP2,0.424
TFCP2L1,0.343
TFDP1,0.451
TFDP2,0.446
TFDP3,0.471
TFE3,0.423
TFEB,0.375
TFEC,0.376
TFF1,0.272
TFF2,0.244
TFF3,0.348
TFG,0.512
TFIP11,0.456
TFPI,0.222
TFPI2,0.138
TFPT,0.471
TFR2,0.294
TFRC,0.347
TG,0.213
TGDS,0.027
TGFA,0.39
TGFB1,0.229
TGFB1I1,0.414
TGFB2,0.237
TGFB3,0.294
TGFBI,0.359
TGFBR1,0.261
TGFBR2,0.236
TGFBR3,0.291
TGFBR3L,0.042
TGFBRAP1,0.433
TGIF1,0.372
TGIF2,0.322
TGIF2LX,0.292
TGIF2LY,0.383
TGM1,0.409
TGM2,0.352
TGM3,0.337
TGM4,0.318
TGM5,0.319
TGM6,0.312
TGM7,0.109
TGOLN2,0.486
TGS1,0.501
TH,0.251
THADA,0.379
THAP1,0.475
THAP10,0.222
THAP11,0.41
THAP12,0.427
THAP2,0.331
THAP3,0.222
THAP4,0.251
THAP5,0.428
THAP6,0.423
THAP7,0.5
THAP8,0.222
THAP9,0.147
THBD,0.284
THBS1,0.266
THBS2,0.315
THBS3,0.266
THBS4,0.312
THEM4,0.421
THEM5,0.335
THEM6,0.067
THEMIS,0.426
THEMIS2,0.42
THG1L,0.412
THNSL1,0.218
THNSL2,0.225
THOC1,0.442
THOC2,0.427
THOC3,0.361
THOC5,0.447
THOC6,0.405
THOC7,0.5
THOP1,0.348
THPO,0.256
THRA,0.339
THRAP3,0.361
THRB,0.355
THRSP,0.425
THSD1,0.252
THSD4,0.189
THSD7A,0.27
THSD7B,0.244
THTPA,0.307
THUMPD1,0.406
THUMPD2,0.092
THUMPD3,0.385
THY1,0.327
THYN1,0.231
TIA1,0.46
TIAL1,0.409
TIAM1,0.338
TIAM2,0.325
TICAM1,0.306
TICAM2,0.352
TICRR,0.467
TIE1,0.267
TIFA,0.429
TIFAB,0.109
TIGAR,0.322
TIGD1,0.276
TIGD2,0.276
TIGD3,0.276
TIGD4,0.276
TIGD5,0.416
TIGD6,0.276
TIGD7,0.379
TIGIT,0.339
TIMD4,0.042
TIMELESS,0.398
TIMM10,0.411
TIMM10B,0.396
TIMM13,0.341
TIMM17A,0.342
TIMM17B,0.35
TIMM21,0.366
TIMM22,0.352
TIMM23,0.396
TIMM23B,0.266
TIMM29,0.378
TIMM44,0.444
TIMM50,0.441
TIMM8A,0.407
TIMM8B,0.27
TIMM9,0.419
TIMMDC1,0.508
TIMP1,0.3
TIMP2,0.307
TIMP3,0.293
TIMP4,0.28
TINAG,0.162
TINAGL1,0.339
TINF2,0.503
TIPARP,0.247
TIPIN,0.51
TIPRL,0.436
TIRAP,0.326
TJAP1,0.467
TJP1,0.471
TJP2,0.44
TJP3,0.362
TK1,0.353
TK2,0.27
TKFC,0.362
TKT,0.462
TKTL1,0.333
TKTL2,0.294
TLCD1,0.128
TLCD2,0.042
TLCD3A,0.323
TLCD3B,0.282
TLCD4,0.213
TLCD5,0.042
TLE1,0.482
TLE2,0.46
TLE3,0.454
TLE4,0.461
TLE5,0.333
TLE6,0.4
TLE7,0.256
TLK1,0.423
TLK2,0.436
TLL1,0.218
TLL2,0.215
TLN1,0.445
TLN2,0.461
TLNRD1,0.334
TLR1,0.325
TLR10,0.274
TLR2,0.261
TLR3,0.248
TLR4,0.221
TLR5,0.205
TLR6,0.284
TLR7,0.285
TLR8,0.242
TLR9,0.229
TLX1,0.363
TLX2,0.306
TLX3,0.372
TM2D1,0.353
TM2D2,0.042
TM2D3,0.042
TM4SF1,0.298
TM4SF18,0.042
TM4SF19,0.042
TM4SF20,0.226
TM4SF4,0.232
TM4SF5,0.082
TM6SF1,0.368
TM6SF2,0.376
TM7SF2,0.302
TM7SF3,0.221
TM9SF1,0.28
TM9SF2,0.237
TM9SF3,0.104
TM9SF4,0.345
TMA16,0.437
TMA7,0.033
TMBIM1,0.312
TMBIM4,0.383
TMBIM6,0.345
TMC1,0.165
TMC2,0.188
TMC3,0.123
TMC4,0.127
TMC5,0.127
TMC6,0.403
TMC7,0.123
TMC8,0.394
TMCC1,0.51
TMCC2,0.368
TMCC3,0.202
TMCO1,0.273
TMCO2,0.224
TMCO3,0.071
TMCO4,0.042
TMCO5A,0.042
TMCO6,0.282
TMDD1,0.135
TMED1,0.47
TMED10,0.412
TMED2,0.379
TMED3,0.374
TMED4,0.36
TMED5,0.472
TMED6,0.367
TMED7,0.372
TMED9,0.47
TMEFF1,0.171
TMEFF2,0.187
TMEM100,0.355
TMEM101,0.121
TMEM102,0.356
TMEM104,0.213
TMEM106A,0.179
TMEM106B,0.398
TMEM106C,0.389
TMEM107,0.387
TMEM108,0.299
TMEM109,0.32
TMEM11,0.476
TMEM114,0.103
TMEM115,0.409
TMEM116,0.213
TMEM117,0.317
TMEM119,0.289
TMEM120A,0.336
TMEM120B,0.402
TMEM121,0.213
TMEM123,0.399
TMEM125,0.213
TMEM126A,0.317
TMEM126B,0.436
TMEM127,0.397
TMEM128,0.299
TMEM129,0.264
TMEM130,0.248
TMEM131,0.213
TMEM131L,0.296
TMEM132A,0.355
TMEM132B,0.213
TMEM132C,0.213
TMEM132D,0.223
TMEM132E,0.042
TMEM134,0.368
TMEM135,0.383
TMEM138,0.356
TMEM139,0.202
TMEM140,0.202
TMEM141,0.042
TMEM143,0.343
TMEM144,0.099
TMEM145,0.122
TMEM147,0.337
TMEM14A,0.375
TMEM14B,0.314
TMEM14C,0.342
TMEM150A,0.351
TMEM150B,0.283
TMEM150C,0.252
TMEM151A,0.042
TMEM151B,0.042
TMEM154,0.042
TMEM156,0.042
TMEM158,0.118
TMEM160,0.042
TMEM161A,0.1
TMEM161B,0.042
TMEM163,0.216
TMEM164,0.042
TMEM165,0.306
TMEM167A,0.243
TMEM167B,0.203
TMEM168,0.2
TMEM169,0.042
TMEM17,0.415
TMEM170A,0.454
TMEM170B,0.305
TMEM171,0.202
TMEM174,0.346
TMEM175,0.281
TMEM176A,0.08
TMEM176B,0.272
TMEM177,0.301
TMEM178A,0.225
TMEM178B,0.042
TMEM179,0.042
TMEM179B,0.323
TMEM18,0.359
TMEM181,0.164
TMEM182,0.202
TMEM183A,0.202
TMEM184A,0.316
TMEM184B,0.042
TMEM184C,0.042
TMEM185A,0.228
TMEM185B,0.042
TMEM186,0.235
TMEM187,0.312
TMEM19,0.202
TMEM190,0.433
TMEM191B,0.042
TMEM191C,0.042
TMEM192,0.409
TMEM196,0.042
TMEM198,0.269
TMEM199,0.392
TMEM200A,0.042
TMEM200B,0.042
TMEM200C,0.042
TMEM201,0.486
TMEM202,0.128
TMEM203,0.368
TMEM204,0.2
TMEM205,0.042
TMEM207,0.042
TMEM208,0.287
TMEM209,0.042
TMEM210,0.042
TMEM212,0.042
TMEM213,0.042
TMEM214,0.408
TMEM215,0.042
TMEM216,0.601
TMEM217,0.29
TMEM218,0.285
TMEM219,0.327
TMEM220,0.042
TMEM221,0.042
TMEM222,0.042
TMEM223,0.082
TMEM225,0.183
TMEM225B,0.074
TMEM229A,0.042
TMEM229B,0.071
TMEM230,0.308
TMEM231,0.356
TMEM232,0.042
TMEM233,0.07
TMEM234,0.202
TMEM235,0.226
TMEM236,0.042
TMEM237,0.402
TMEM238,0.042
TMEM238L,0.042
TMEM239,0.202
TMEM240,0.095
TMEM241,0.042
TMEM242,0.202
TMEM243,0.042
TMEM244,0.042
TMEM245,0.179
TMEM247,0.225
TMEM248,0.202
TMEM249,0.042
TMEM25,0.269
TMEM250,0.546
TMEM252,0.042
TMEM253,0.042
TMEM254,0.042
TMEM255A,0.071
TMEM255B,0.042
TMEM256,0.193
TMEM258,0.251
TMEM259,0.281
TMEM26,0.042
TMEM260,0.042
TMEM262,0.042
TMEM263,0.042
TMEM265,0.042
TMEM266,0.262
TMEM267,0.042
TMEM268,0.213
TMEM269,0.042
TMEM270,0.042
TMEM271,0.042
TMEM272,0.042
TMEM273,0.042
TMEM275,0.042
TMEM30A,0.321
TMEM30B,0.357
TMEM31,0.202
TMEM33,0.439
TMEM35A,0.332
TMEM35B,0.042
TMEM37,0.09
TMEM38A,0.22
TMEM38B,0.259
TMEM39A,0.042
TMEM39B,0.042
TMEM40,0.042
TMEM41A,0.202
TMEM41B,0.428
TMEM42,0.042
TMEM43,0.506
TMEM44,0.042
TMEM45A,0.042
TMEM45B,0.042
TMEM47,0.234
TMEM50A,0.248
TMEM50B,0.342
TMEM51,0.299
TMEM52,0.042
TMEM52B,0.193
TMEM53,0.224
TMEM54,0.213
TMEM59,0.35
